hotel_id,accommodation_type_name,hotel_name,address,class,review_nr,review_score,is_city_center,latitude,longitude,activity,room_service,spa,pool,price,currency,room_name,room_count,max_occupancy,view,refundable,breakfast_included,half_board,free_parking
4139520,Hotels,Vinpearl Condotel Phu Ly,"No.69, Chau Cau street, Minh Khai Ward, Phu Ly City Ha Nam Province",5.0,119,9.3,0,20.5434988362709,105.916968440475,,0,0,0,1000000.00,VND,Deluxe Twin City View,20,2,City view,0,1,0,0
4139520,Hotels,Vinpearl Condotel Phu Ly,"No.69, Chau Cau street, Minh Khai Ward, Phu Ly City Ha Nam Province",5.0,119,9.3,0,20.5434988362709,105.916968440475,,0,0,0,1000000.00,VND,Deluxe King City View,10,2,City view,0,1,0,0
4139520,Hotels,Vinpearl Condotel Phu Ly,"No.69, Chau Cau street, Minh Khai Ward, Phu Ly City Ha Nam Province",5.0,119,9.3,0,20.5434988362709,105.916968440475,,0,0,0,1150000.00,VND,Business Twin City View,10,2,City view,0,1,0,0
4139520,Hotels,Vinpearl Condotel Phu Ly,"No.69, Chau Cau street, Minh Khai Ward, Phu Ly City Ha Nam Province",5.0,119,9.3,0,20.5434988362709,105.916968440475,,0,0,0,1150000.00,VND,Business King City View,10,2,City view,0,1,0,0
4139520,Hotels,Vinpearl Condotel Phu Ly,"No.69, Chau Cau street, Minh Khai Ward, Phu Ly City Ha Nam Province",5.0,119,9.3,0,20.5434988362709,105.916968440475,,0,0,0,1440000.00,VND,Deluxe Twin City View,20,2,City view,0,1,0,0
4139520,Hotels,Vinpearl Condotel Phu Ly,"No.69, Chau Cau street, Minh Khai Ward, Phu Ly City Ha Nam Province",5.0,119,9.3,0,20.5434988362709,105.916968440475,,0,0,0,1440000.00,VND,Deluxe King City View,10,2,City view,0,1,0,0
4139520,Hotels,Vinpearl Condotel Phu Ly,"No.69, Chau Cau street, Minh Khai Ward, Phu Ly City Ha Nam Province",5.0,119,9.3,0,20.5434988362709,105.916968440475,,0,0,0,1680000.00,VND,Business Twin City View,10,2,City view,0,1,0,0
4139520,Hotels,Vinpearl Condotel Phu Ly,"No.69, Chau Cau street, Minh Khai Ward, Phu Ly City Ha Nam Province",5.0,119,9.3,0,20.5434988362709,105.916968440475,,0,0,0,1680000.00,VND,Business King City View,10,2,City view,0,1,0,0
4158611,Hotels,Lagalo Hotel Ha Nam,278 Lê Hoàn,4.0,17,7.2,0,20.536027,105.912802,,0,0,0,625500.00,VND,Deluxe Double Room,6,2,City view,0,1,0,0
4158611,Hotels,Lagalo Hotel Ha Nam,278 Lê Hoàn,4.0,17,7.2,0,20.536027,105.912802,,0,0,0,643950.00,VND,Deluxe Twin Room,3,2,City view,0,0,0,0
4158611,Hotels,Lagalo Hotel Ha Nam,278 Lê Hoàn,4.0,17,7.2,0,20.536027,105.912802,,0,0,0,715500.00,VND,Deluxe Twin Room,3,2,City view,0,1,0,0
4158611,Hotels,Lagalo Hotel Ha Nam,278 Lê Hoàn,4.0,17,7.2,0,20.536027,105.912802,,0,0,0,756540.00,VND,Executive Suite,3,2,,0,0,0,0
4158611,Hotels,Lagalo Hotel Ha Nam,278 Lê Hoàn,4.0,17,7.2,0,20.536027,105.912802,,0,0,0,798570.00,VND,Executive Suite,3,2,,0,0,0,0
4158611,Hotels,Lagalo Hotel Ha Nam,278 Lê Hoàn,4.0,17,7.2,0,20.536027,105.912802,,0,0,0,840600.00,VND,Executive Suite,3,2,,0,1,0,0
5720487,Condo Hotels,FAMILLE HA NAM,"Lô CN-07, CN-08, Khu công nghiệp Đồng Văn I, Thị trấn Đồng Văn, Huyện Duy Tiên",0.0,4,8.6,0,20.6446302567474,105.926292595559,Mini golf (additional charge),0,0,0,1200000.00,VND,One-Bedroom Apartment,10,1,,0,1,0,0
5720487,Condo Hotels,FAMILLE HA NAM,"Lô CN-07, CN-08, Khu công nghiệp Đồng Văn I, Thị trấn Đồng Văn, Huyện Duy Tiên",0.0,4,8.6,0,20.6446302567474,105.926292595559,Mini golf (additional charge),0,0,0,1600000.00,VND,Apartment with Balcony,5,2,,0,1,0,0
3001725,Hotels,Khách sạn INCO 515.9,Đường Lê Hoàn,3.0,2,,0,20.54902,105.915813,,0,0,0,615000.00,VND,Standard Double Room,8,1,,0,1,0,0
3001725,Hotels,Khách sạn INCO 515.9,Đường Lê Hoàn,3.0,2,,0,20.54902,105.915813,,0,0,0,770000.00,VND,Large Double Room,4,1,,0,1,0,0
3001725,Hotels,Khách sạn INCO 515.9,Đường Lê Hoàn,3.0,2,,0,20.54902,105.915813,,0,0,0,880000.00,VND,Standard Twin Room,4,2,,0,1,0,0
3001725,Hotels,Khách sạn INCO 515.9,Đường Lê Hoàn,3.0,2,,0,20.54902,105.915813,,0,0,0,990000.00,VND,Superior Twin Room,4,2,,0,1,0,0
3001725,Hotels,Khách sạn INCO 515.9,Đường Lê Hoàn,3.0,2,,0,20.54902,105.915813,,0,0,0,1320000.00,VND,Deluxe Double Room,10,2,,0,1,0,0
